,time,frequency,output,output_error
0,0.0460772188140621,2e+17,1.0011197981354964e-13,3.345369927302141e-14
1,0.0460772188140621,345400000000000.0,0.0002787507805682,0.000126943795355
2,0.0460772188140621,5000000000.0,1.1816440561239836e-11,2.708900660621263e-12
3,0.0530530977562692,2e+17,1.9304275395546202e-13,4.70133326602466e-14
4,0.0530530977562692,2e+17,1.9116976349040214e-13,4.70133326602466e-14
5,0.0703330946752492,482500000000000.0,0.0009811737681179,0.000334908391474
6,0.0703330946752492,627300000000000.0,0.0006164118729114,0.0001680454101032
7,0.0809812016294733,5000000000.0,1.0616029645093648e-10,2.3815472719294504e-11
8,0.0809812016294733,815200000000000.0,0.000321406255843,8.498232415367011e-05
9,0.0809812016294733,260100000000000.0,0.0035720245613763,0.0007348673396292
10,0.1236111611706684,5000000000.0,5.325159249611685e-10,1.4332488869097114e-10
11,0.1236111611706684,815200000000000.0,0.0004848379677517,0.0001762101480911
12,0.1423253222773077,308300000000000.0,0.0069435663718053,0.0020712860770334
13,0.1638727212777461,482500000000000.0,0.0058064811970789,0.0015382557784916
14,0.1638727212777461,482500000000000.0,0.0065784754453208,0.0015382557784916
15,0.1638727212777461,195200000000000.0,0.008885625876047,0.0023404622674382
16,0.1638727212777461,260100000000000.0,0.013312681206429,0.0026441576669832
17,0.1886822973543019,195200000000000.0,0.0126890778887933,0.0029409134363986
18,0.1886822973543019,5000000000.0,6.573566696673223e-09,1.3139037910505615e-09
19,0.1886822973543019,398300000000000.0,0.0057959079430363,0.0025606821639146
20,0.217247929108088,2e+17,5.937591908553121e-11,1.9687898201989564e-11
21,0.217247929108088,5000000000.0,1.5317146644985206e-08,3.6971961483393043e-09
22,0.2501382660882504,398300000000000.0,0.0145581672387886,0.0034956450834096
23,0.2501382660882504,398300000000000.0,0.0130984104193031,0.0034956450834096
24,0.2880080487695064,482500000000000.0,0.0087660842997894,0.0026099509158052
25,0.2880080487695064,5000000000.0,1.0933829005740959e-07,4.0247834170528184e-08
26,0.3316111423221969,482500000000000.0,0.0056245032907777,0.0028101974062571
27,0.3316111423221969,260100000000000.0,0.0247572275658107,0.0067359070374944
28,0.3818155436351655,482500000000000.0,0.0111516336037562,0.0029823491100456
29,0.3818155436351655,627300000000000.0,0.0045543197687899,0.0010643141120075
30,0.4396206603328554,398300000000000.0,0.0189675343809291,0.0052874943142504
31,0.4396206603328554,308300000000000.0,0.028385314517209,0.0079855439258929
32,0.5061772057561048,260100000000000.0,0.032018479369674,0.0104158321072642
33,0.5061772057561048,2e+17,3.943700083757525e-08,7.367266493894037e-09
34,0.582810105951495,345400000000000.0,0.0263098140929407,0.0083719926258495
35,0.582810105951495,398300000000000.0,0.0243650710244058,0.0061144532277359
36,0.582810105951495,5000000000.0,0.000213777708114,4.93158099455152e-05
37,0.582810105951495,398300000000000.0,0.0139787343996572,0.0061144532277359
38,0.7726379814406735,5000000000.0,0.0061340143731243,0.001164704573911
39,0.7726379814406735,195200000000000.0,0.0391936164473015,0.0170748263908492
40,0.7726379814406735,398300000000000.0,0.0210395962846492,0.0067801898466214
41,0.7726379814406735,345400000000000.0,0.0535555565367787,0.0097723498045296
42,1.0242949534825,5000000000.0,0.1067668998585414,0.0277198216781095
43,1.0242949534825,482500000000000.0,0.0149062995745156,0.0034519685307495
44,1.0242949534825,195200000000000.0,0.0696531195278222,0.0223478768138238
45,1.1793684969930485,482500000000000.0,0.0186179112258008,0.0035385731810478
46,1.1793684969930485,195200000000000.0,0.0837773525139652,0.0254156824129213
47,1.1793684969930485,2e+17,1.989770264460433e-05,4.468209642726507e-06
48,1.3579194615483412,815200000000000.0,0.0019130507202715,0.0004176592732424
49,1.3579194615483412,2e+17,2.7171001146415626e-05,9.725077356571689e-06
50,1.3579194615483412,195200000000000.0,0.1158868650268917,0.0287654951141832
51,1.5635022206826077,308300000000000.0,0.0893466071770798,0.0176519768447146
52,1.5635022206826077,5000000000.0,6.001224323076436,1.569180028572943
53,1.5635022206826077,308300000000000.0,0.0856680316464417,0.0176519768447146
54,1.5635022206826077,815200000000000.0,0.0028780204626054,0.000614404898998
55,1.5635022206826077,195200000000000.0,0.2050649007417393,0.0321758828292362
56,2.072752664084311,195200000000000.0,0.1594574830347228,0.0372676972289577
57,2.072752664084311,2e+17,0.0001970172679424,3.021436725030229e-05
58,2.072752664084311,195200000000000.0,0.1018511132268756,0.0372676972289577
59,2.3865578813683093,1141000000000000.0,0.0024415238542822,0.000504245059826
60,2.3865578813683093,5000000000.0,18.7744343139864,4.012416298252774
61,2.3865578813683093,345400000000000.0,0.0329977190758065,0.01278233679285
62,2.3865578813683093,308300000000000.0,0.0668962491091271,0.0178454540732266
63,3.1638869079686165,308300000000000.0,0.0554967086430572,0.0147946163725036
64,3.642884829824247,815200000000000.0,0.0010759244705739,0.000402760320482
65,4.194400833335748,398300000000000.0,0.0077380176886799,0.0036102174468823
66,4.194400833335748,815200000000000.0,0.0007957857329303,0.0002830079119821
67,4.194400833335748,398300000000000.0,0.0115359843770643,0.0036102174468823
68,4.194400833335748,815200000000000.0,0.0011519080407885,0.0002830079119821
69,4.829413822433801,1141000000000000.0,0.0002291918844554,0.0001209797545993
